actual,predicted
0.04,0.131339806
0.03,0.08917023
0.11,0.144332027
0.26,0.22303035
0.15,0.115076836
0.08,0.149421466
0.47,0.483857421
0.1,0.119919293
0.07,0.131680988
0.15,0.141164193
0.21,0.104446336
0.13,0.168533405
0.12,0.089451738
0.59,0.379417198
0.7,0.282937203
0.03,0.10628418
0.06,0.094528271
0.1,0.108025966
0.08,0.108088805
0.11,0.125864524
0.15,0.309172807
0.51,0.394302661
0.02,0.076602348
0.06,0.102947895
0.51,0.27372787
0.58,0.596142887
0.05,0.083501911
0.05,0.093167777
0.21,0.146994377
0.65,0.572440252
0.1,0.183688556
0.23,0.274366793
0.05,0.105996414
0.13,0.222690524
0.48,0.697822384
0.06,0.136072986
0.14,0.222854243
0.54,0.347531117
0.21,0.219062457
0.25,0.244752797
0.09,0.112552432
0.04,0.106288826
0.12,0.220243833
0.44,0.610012425
0.6,0.499633153
0.34,0.175875446
0.13,0.34244858
0.15,0.114681236
0.11,0.179591115
0.32,0.420122839
0.38,0.260691801
0.12,0.10022708
0.37,0.233618836
0.08,0.097069222
0.04,0.059784269
0,0.058725588
0.02,0.08957845
0.03,0.113963229
0.36,0.342566595
0.25,0.161693415
0.33,0.430311129
0.04,0.113100121
0.48,0.390710828
0.13,0.143320551
0.01,0.113755557
0.29,0.222102406
0.02,0.106368202
0.03,0.102312319
0.21,0.293222665
0.12,0.19373217
0.41,0.435397616
0.06,0.113384685
0.57,0.335596257
0.37,0.225694567
0.67,0.753642813
0.11,0.126932383
0.03,0.133024804
0.1,0.142233318
0.03,0.107806241
0.81,0.822817908
0.51,0.257509614
0.09,0.186083954
0.01,0.108585128
0.03,0.081707064
0.2,0.23085937
0.3,0.513862539
0.03,0.097813107
0.23,0.442458405
0.12,0.153905358
0.11,0.139572713
0.12,0.219933993
0.06,0.129704274
0.12,0.170552027
0.04,0.093312102
0.25,0.233275662
0.76,0.462257619
0.15,0.120781751
0.14,0.328888619
0.23,0.226732387
0.55,0.474241922
0.37,0.229641059
0.61,0.529701612
0.37,0.518411669
0.14,0.230623272
0.32,0.361232961
0.35,0.594202952
0.21,0.150156621
0.37,0.375446275
0.05,0.100520043
0.03,0.105556415
0.14,0.254010318
0.34,0.148661892
0.03,0.099214301
0.03,0.09644684
0.03,0.12392031
0.04,0.112092186
0.29,0.377577729
0.93,0.684781558
0.05,0.137288396
0.26,0.209467454
0.28,0.222610565
0.22,0.175543626
0.12,0.117616138
0.13,0.10613289
0.01,0.095825828
0.49,0.284180428
0.18,0.179672926
0.25,0.314413085
0.05,0.162757579
0.53,0.630261443
0.32,0.222593349
0.36,0.477144798
0.34,0.432594756
0.18,0.323780352
0.21,0.347122816
0.22,0.251720173
0.35,0.4527706
0.75,0.526378527
0.19,0.126908805
0.05,0.093570479
0.2,0.222276001
0.08,0.107648928
0.03,0.134254133
0.03,0.143052237
0.19,0.155289454
0.03,0.142610394
0.11,0.16426786
0.78,0.343487207
0.32,0.114813629
0.37,0.246868111
0.33,0.14948857
0.19,0.152123221
0.11,0.103640955
0.29,0.233295302
0.08,0.086278678
0.1,0.128826668
1,0.900000516
0.24,0.256342019
0.04,0.140151223
0.27,0.369950236
0.5,0.399662391
0.06,0.132420645
0.53,0.523199752
0.53,0.228031652
0.07,0.128498405
0.11,0.092777928
0.31,0.332306909
0.34,0.315610647
0.18,0.312968355
0.14,0.225271646
0.14,0.121435509
0.03,0.074285845
0.14,0.1134509
0.45,0.515279876
0.12,0.104286649
0.66,0.3556057
0.07,0.120892295
0.26,0.224257555
0.07,0.169893487
0.06,0.118904125
0.1,0.200245942
0.04,0.101236677
0.11,0.171621068
0.29,0.403954787
0.13,0.184281997
0.11,0.09935919
0.02,0.089358798
0.24,0.252270363
0.87,0.620293717
0.14,0.109598171
0.46,0.264669989
0.25,0.250489488
0.08,0.102312481
0.04,0.100079637
0.54,0.554123653
0.09,0.20460558
0.2,0.163284163
0.02,0.156992852
0.04,0.122577234
0.1,0.095310514
0.69,0.506835516
0.13,0.249620544
0.06,0.116229314
0.91,0.413320838
0.04,0.084167208
0.81,0.672710075
0.15,0.110320436
0.07,0.103179075
0.06,0.108561995
0.02,0.099576079
0.31,0.328514217
0.03,0.082839655
0.27,0.488889938
0.11,0.235177787
0.09,0.109984236
0.01,0.104070476
0.5,0.348181939
0.32,0.300141072
0.43,0.586056501
0.3,0.352457304
0.02,0.108436413
0.38,0.279878772
0.01,0.076166677
0.02,0.105174928
0.04,0.109096286
0.3,0.226040763
0.8,0.662379412
0.03,0.103670779
0.11,0.096597111
0.9,0.46015962
0.09,0.233406393
0.17,0.270174314
0.07,0.119553449
0.79,0.686485569
0.28,0.395666568
0.02,0.088144097
0.03,0.138533361
0.15,0.223572264
0.07,0.196635036
0.08,0.104102418
0.33,0.364419848
0.05,0.100212346
0.25,0.303857061
0.09,0.168615192
0.23,0.241093812
0.06,0.111126718
0.07,0.208460127
0.08,0.165421144
0.42,0.422295378
0,0.100461072
0.05,0.105358702
0.05,0.121822014
0.03,0.114058193
0.06,0.120473817
0.59,0.471902083
0.33,0.430182045
0.75,0.228496556
0.43,0.24345784
0.02,0.252929884
0.09,0.157304686
0.03,0.093147672
0.07,0.111776462
0.25,0.447260088
0.48,0.636355132
0.22,0.216239129
0.04,0.093454608
0.16,0.112730825
0.11,0.145614935
0.18,0.100002746
0.28,0.354413363
0.57,0.560345322
0.39,0.54382561
0.01,0.095684454
0.14,0.148131087
0.12,0.114923276
0.06,0.077348661
0.37,0.160998159
1,0.875719835
0.09,0.18341631
0.65,0.36276389
0.02,0.05709126
0.08,0.115103966
0.34,0.227186392
0.39,0.378295411
0.29,0.303808359
0.2,0.343082256
0.13,0.186683105
0.02,0.099813232
0.32,0.240403194
0.13,0.108656589
0.04,0.117070579
0.59,0.825113279
0.33,0.296156592
0.5,0.348998996
0.1,0.1098433
0.09,0.158026483
0.52,0.545078954
0.04,0.1204676
0.05,0.097643566
0.05,0.114330744
0.38,0.404468939
0.02,0.108511594
0.22,0.183723657
0.28,0.309245849
0.28,0.334322882
0.18,0.189177898
0.02,0.109211958
0.11,0.137957951
0.08,0.141926323
0.12,0.219433913
0.19,0.184590842
0.21,0.406854297
0.23,0.21178713
0.11,0.358280549
1,0.831985916
0.04,0.122813929
0.11,0.104612112
0.19,0.28754438
0.04,0.101782216
0.32,0.401236621
0.42,0.462733789
0.33,0.240166682
0.31,0.177710151
0.15,0.14085506
0.08,0.123075399
0.24,0.368120175
0.11,0.161923839
0.07,0.131093896
0.06,0.115713201
0.08,0.124523229
0.19,0.188748445
0.17,0.151356268
0.13,0.1351374
0.01,0.071902071
0.06,0.147443182
0.15,0.250192941
0.11,0.132130953
0.05,0.130388395
0.01,0.106037178
0.06,0.105406531
0.5,0.331253707
0.13,0.112901954
0.67,0.586252659
0.17,0.13132601
0.35,0.449627782
0.19,0.130733135
0.6,0.327403083
0.6,0.325542385
0.06,0.133720501
0.27,0.268588708
0.09,0.06945811
0.22,0.095231181
1,0.77113422
0.12,0.112740085
0.02,0.085473778
0.03,0.103671211
0.16,0.11574575
0.22,0.193527698
0.08,0.133448955
0.01,0.094116431
0.67,0.658233335
0.08,0.09632795
0.14,0.156988284
0.36,0.202115681
0.16,0.115855792
0.09,0.136728255
0.75,0.67340008
0.15,0.203213598
0.83,0.517319995
0.03,0.108782507
0.47,0.61356805
0.48,0.397546389
0.19,0.355406906
0.05,0.10931665
0.08,0.118241599
0.04,0.114108528
0.53,0.269171171
0.09,0.144214913
0.06,0.099393723
0.09,0.092836759
0.25,0.370614504
0.39,0.279440402
0.53,0.436341365
0.52,0.398507446
0.08,0.108324122
0.6,0.394429299
0.02,0.096786503
0.06,0.11159061
0.09,0.122936676
0.19,0.199957728
0.16,0.147506025
0.14,0.101198315
0.19,0.254295039
0.07,0.152125685
0.72,0.556349711
0.07,0.122727704
0.27,0.292513038
0.03,0.090450086
0.45,0.114227527
0.15,0.223939091
0.13,0.107566477
0.26,0.363628241
0.06,0.158856594
0.62,0.697915776
0.53,0.252663953
0.09,0.206164197
0.49,0.303062643
0.09,0.103861612
0.64,0.770411099
0.01,0.087691074
0.5,0.597490556
0.02,0.103430632
0.24,0.247080682
0.23,0.256631044
0.38,0.188117776
0.23,0.575018785
0.41,0.171839838
0.05,0.09710759
0.18,0.193667132
0.02,0.10595226
0.09,0.109513427
0.05,0.143109573
0.07,0.20085291
0.07,0.15328652
0.81,0.41194793
0.04,0.105270483
0.02,0.103136152
0.15,0.112648625
0.65,0.775318892
0.86,0.813487647
0.12,0.204626912
0.57,0.556298919
0.16,0.214116514
0.18,0.330549973
0.16,0.562825582
0.24,0.453088036
0.44,0.40456247
0.06,0.097105016
0.16,0.192994355
0.08,0.127940779
1,1.100261917
0.14,0.108673539
0.55,0.686205576
0.13,0.151716426
0.22,0.261177621
0.29,0.222476487
0.05,0.122503842
0.16,0.134528821
0.09,0.200991567
0.17,0.185447104
0.15,0.076581281
0.14,0.18105918
0.34,0.442129419
0.27,0.239977684
0.17,0.154475493
0.26,0.25537568
0.07,0.111981526
0.02,0.068381446
0.95,0.835260882
0.11,0.175163266
0.03,0.111829837
0.03,0.111369033
0.19,0.149111138
0.34,0.264736873
0.11,0.102885505
0.53,0.54308044
0.04,0.139301157
0.21,0.14569952
0.37,0.265961709
0.18,0.225508371
0.15,0.171642924
0.88,0.633812303
0.2,0.600444443
0.22,0.169941268
0.06,0.122898213
0.08,0.106136998
0.11,0.165206247
0.38,0.33877577
0.08,0.11742678
0.29,0.22143749
0.36,0.444714073
0.09,0.136924645
0.1,0.212202417
0.05,0.129008401
0.23,0.235745716
0.15,0.154398193
0.3,0.227916042
0.03,0.124352343
0.19,0.120166274
0.04,0.104594025
0.15,0.096829932
0.01,0.130853855
0.08,0.09263608
0.5,0.187499431
0.16,0.112253164
0.16,0.193470956
0.22,0.325931895
0.08,0.129463951
0.14,0.129360306
0.05,0.165963371
0.41,0.651349819
0.09,0.175000773
0.26,0.188892735
0.67,0.605485902
0.05,0.119952461
0.17,0.141204936
0.29,0.170226105
0.54,0.263313865
0.1,0.11172106
0.63,0.529904623
0.2,0.154302916
0.29,0.284760902
0.27,0.300352493
0.13,0.325584835
0.16,0.223300328
0.32,0.365274665
0.11,0.150471647
0.13,0.151613885
0.29,0.364997623
0.09,0.124169255
0.08,0.122821739
0.17,0.232686585
0.17,0.169997692
0.02,0.058293664
0.12,0.161169164
0.04,0.067630721
0.03,0.114148307
0.14,0.134750504
0.04,0.086305238
0.04,0.071986092
0.06,0.093871656
0.2,0.22514854
0.08,0.154383668
0.56,0.359427166
0.14,0.26895988
0.12,0.199717691
0.16,0.260142582
0.16,0.152291337
0.15,0.1753183
0.2,0.247343865
0.06,0.118425429
0.18,0.085363617
0.23,0.446503576
0.18,0.113222985
0.26,0.167485838
0.11,0.157612671
0.04,0.158235614
0.48,0.579477222
0.03,0.105321918
0.3,0.328252914
1,0.519864058
0.34,0.232565295
0.1,0.169618609
0.02,0.138548954
0.02,0.230426594
0.32,0.379851923
0.45,0.593804734
0.6,0.699852115
0.69,0.589736556
0.3,0.368884487
0.04,0.103336642
0.19,0.470268955
0.75,0.649751404
0.53,0.271855201
0.22,0.271634998
0.3,0.238109153
0.04,0.105096751
0.52,0.229196632
0.09,0.151024371
0.08,0.103871875
0.25,0.149025266
0.04,0.107616427
0.16,0.262952868
0.28,0.152847727
0.07,0.125215893
0.03,0.109471057
0.56,0.413393416
0.14,0.093170202
0.14,0.305819495
0.02,0.103374409
0.04,0.10993152
0.19,0.503670144
0.09,0.144139074
0.45,0.480788725
0.23,0.456098543
0.19,0.155006023
0.48,0.379638229
